index,Unnamed: 0,source,author,title,description,url,urlToImage,publishedAt,content,row_id,sentiment_type,sentiment_score
0,id,bbc-news,https://www.facebook.com/bbcnews,Tommy Fury v Jake Paul: Boxer says he'll 'dismantle' YouTuber,The boxer says he expects an early end to his long-awaited fight against the popular YouTube star.,https://www.bbc.co.uk/news/newsbeat-64451947,https://ichef.bbci.co.uk/news/1024/branded_news/BAC8/production/_128461874_tommyfurygettyindex.jpg,2023-01-30T16:06:45Z,"Boxer Tommy Fury has vowed that his fight against Jake Paul next month will go ahead - and he expects to ""dismantle"" the YouTuber.
The pair have been due to face each other twice before, but both bo… [+2482 chars]",0,compound,-0.4854
1,id,bbc-news,,Fury-Paul fight rescheduled for Saudi Arabia,"Tommy Fury's fight with YouTube star Jake Paul has been rearranged to take place in Riyadh, Saudi Arabia next month.",https://www.bbc.co.uk/sport/boxing/64429843,https://ichef.bbci.co.uk/live-experience/cps/624/cpsprodpb/17D2F/production/_128438579_paulfury.png,2023-01-27T14:55:37Z,"Jake Paul and Tommy Fury's fight has been rearranged for a third time
British boxer Tommy Fury will face YouTube star Jake Paul in Riyadh, Saudi Arabia on 26 February.
It was the second time their … [+887 chars]",1,compound,-0.875
2,id,bbc-news,,'I'm not perfect' - Joshua apologises for post-bout actions,Anthony Joshua apologises for his post-bout actions against Oleksandr Usyk in Saudi Arabia.,https://www.bbc.co.uk/sport/av/boxing/64604477,https://ichef.bbci.co.uk/news/1024/cpsprodpb/FF63/production/_128597356_gettyimages-1464510735.jpg,2023-02-10T20:22:02Z,"Anthony Joshua talks to BBC 5 Live about his ""raw"" reaction in the ring following his defeat to Oleksandr Usyk in Saudi Arabia, and admits he has since apologised to Usyk for his actions.
LISTEN: 5 … [+87 chars]",2,compound,-0.1027
3,id,bbc-news,,Fifa Club World Cup 2023: Saudi Arabia to host tournament for the first time,"Saudi Arabia will host the Fifa Club World Cup for the first time, from 12-22 December 2023.",https://www.bbc.co.uk/sport/football/64643889,https://ichef.bbci.co.uk/live-experience/cps/624/cpsprodpb/FCC9/production/_128631746_real-index.jpg,2023-02-14T19:24:05Z,"Real Madrid won the Club World Cup last week, beating Al-Hilal in the final
Saudi Arabia has been chosen to host the Fifa Club World Cup for the first time, from 12-22 December.
The announcement co… [+2369 chars]",3,compound,0.1779
4,id,bbc-news,,Spanish Super Cup: Real Madrid face Barcelona,Follow live text coverage as Real Madrid face Barcelona in the Spanish Super Cup final in Saudi Arabia.,https://www.bbc.co.uk/sport/live/football/64284870,https:////m.files.bbci.co.uk/modules/bbc-morph-sport-seo-meta/1.23.3/images/bbc-sport-logo.png,2023-01-15T17:41:13Z,"Real Madrid: Courtois (GK), Carvajal, Militao, Rudiger, Mendy, Kroos, Modric, Camavinga, Valverde, Vinicius, Benzema. 
Barcelona: Ter Stegen (GK), Kounde, Araujo, Christensen, Balde, Busquets, Pedri… [+37 chars]",4,compound,0.0
5,id,bbc-news,,Qatar's Al-Attiyah wins fifth Dakar Rally title,"Qatar's Nasser Al-Attiyah wins the Dakar Rally for the fifth time, defending his title in Saudi Arabia.",https://www.bbc.co.uk/sport/motorsport/64281454,https://ichef.bbci.co.uk/live-experience/cps/624/cpsprodpb/0DC0/production/_128302530_dakarcar_getty.jpg,2023-01-15T10:51:25Z,"The Dakar Rally takes in thousands of uncharted desert miles in Saudi Arabia, with sand dunes up to 250 metres tall
Qatari driver Nasser Al-Attiyah has won the Dakar Rally for a fifth time.
The 52-… [+1665 chars]",5,compound,0.5719
6,id,bbc-news,,Ronaldo and Messi both score in Saudi exhibition,Cristiano Ronaldo scores twice in his first game in Saudi Arabia and Lionel Messi is also on the scoresheet as PSG edge a Riyadh All-Stars XI.,https://www.bbc.co.uk/sport/football/64337699,https://ichef.bbci.co.uk/live-experience/cps/624/cpsprodpb/10257/production/_128353166_ron-mes.jpg,2023-01-19T19:52:17Z,"Cristiano Ronaldo (5) and Lionel Messi (7) have won 12 Ballon d'Or trophies between them
Cristiano Ronaldo scored twice in his first game in Saudi Arabia and Lionel Messi was also on the scoresheet … [+2245 chars]",6,compound,0.5719
7,id,bbc-news,https://www.facebook.com/bbcnews,Macron mulls stripping Putin of France's top honour,The Russian president was presented la Legion d'Honneur in 2006 by then-President Jacques Chirac.,https://www.bbc.co.uk/news/world-europe-64594769,https://ichef.bbci.co.uk/news/1024/branded_news/F922/production/_128587736_mediaitem128587735.jpg,2023-02-10T10:14:30Z,"French President Emmanuel Macron has said he is considering stripping Vladimir Putin of France's top honour.
The Russian leader was presented with the Legion d'Honneur in 2006 by former French Presi… [+2285 chars]",7,compound,0.6705
8,id,bbc-news,,Saudi sponsor for World Cup 'bizarre' - Morgan,"United States forward Alex Morgan says a potential Visit Saudi sponsorship deal for the 2023 Women's World Cup is ""bizarre"".",https://www.bbc.co.uk/sport/football/64579257,https://ichef.bbci.co.uk/live-experience/cps/624/cpsprodpb/6D85/production/_128573082_alexmorgan.jpg,2023-02-09T08:40:27Z,"Morgan won the World Cup with the United States in 2015 and 2019
Saudi Arabia's tourism authority potentially sponsoring the 2023 Women's World Cup is ""bizarre"", says United States forward Alex Morg… [+2935 chars]",8,compound,0.8074
9,id,bbc-news,,Women's World Cup 2023: Co-hosts Australia and New Zealand write to Fifa over Saudi sponsor,"Co-hosts Australia and New Zealand have asked Fifa to ""urgently clarify"" reports that Saudi Arabia's tourism authority is to be named as an official sponsor of the Women's World Cup.",https://www.bbc.co.uk/sport/football/64484441,https://ichef.bbci.co.uk/live-experience/cps/624/cpsprodpb/10C32/production/_128485686_gettyimages-1244135696.jpg,2023-02-01T13:57:25Z,"Co-hosts Australia and New Zealand have asked Fifa to ""urgently clarify"" reports that Saudi Arabia's tourism authority is to be named as an official sponsor of the Women's World Cup.
A deal with Vis… [+2967 chars]",9,compound,0.0772
